star,comments,labels
5,"It’s really a perfect phone you can imagine. Premium screen, premium audio quality, no heating, battery lasts a day. Camera struggles in low light , otherwise daylight pics are great",0
4,1.Camera is really nice in this budget segment2.In hand feel is awesome and the built quality is good3.Sound output is not great but ok ok,0
4,"You can't get any mobile with all the features provided by this product under 13.5K. I simply say wow.Battery, camera and screen quality are very good.",0
4,"A beautiful phone , just go for this friend  with out thinking . This is a good phone in this prise . Thank you amazon.",0
4,I would like to say that go for itI love it...Only packing way should be modifiedThe phone is totally loveWorth it an u will. Love it,0
5,Superb phoneCamera is very good 4.5/5 SLR qualityDisplay very good (beautiful notch) 5/5Battery life is very (1.5 half day long time battery internet on) internet off battery time 3 days more,0
4,"Phone was good but the drawback i found is  that no notifications(whatsapp messages, missed calls) were showing on lockscreen.Everytime we have to unlock and check the messages and calls.",0
5,Excellent performance,0
4,Face recognition is slow. Camera is excellent for a budget phone like this! PUBG gets slower when played in HD mode... Otherwise a perfect budget phone with every possible features for the rate.,0
5,This phone is really a value for money phone.The looks is probably the finest among any other price segment.Processor is very good at its price range the picture quality is good too.,0
5,Super picture quality mobile designing is super,0
4,I like battery life and camera.but missing native video call .Honor 1ot update for video call option enable,0
4,Really impress with battery life........ Camera quality not tested much but few pics removed was good. Nice touch display. Sound quality was only thing I dislike.Ni,0
5,As per the price it's good,0
4,"Used for 3 days , good mobile",0
5,This is the awesome phone in this price range. You must purchase it. It has a beautiful design n great display with all features better than other phones in this price range,1
5,Everything is Good ! But Sound is low.,0
4,Except camera you can go for it.Not for camera lover.Otherwise best then all in this range.,1
5,I am using this mobile from 20 days my experience is super,0
5,Since 2014 I am using honor phone. My First phone in 2014 is honor holly U19. After using this now in diwlali sale I have bought honor 8X. This phone is awesome and camera is also awesome....,0
5,Very nice phone in the price segment.... I got it for 13k and did not let me down in any department.,0
4,Battery greatDisplay greatfront cameras not good not badvalue for money go for it,0
5,Fantastic display . great picture quality .camara is too good . Good battery backup every thing is fine,0
5,"liked: build quality , screen , cam , overall packagecould be better : feels a bit heavy while holding , but u get used to it ...",0
5,"This mobile is awsm guys i purchased on 19 October and it looks much better than other mobiles.... and all features is good picture quality is good, games are smooth and cool",1
5,Awesome mobile mobile camera quality is pretty good surely refer to buy,0
4,"It's look like premium phone, But Camera is not having EMUI, sound quality is average",0
4,Nice phone ..with good camera and big Display... No fast charging options ..,0
5,App's drawar is not good,0
5,"The phone is awesome and well build , the fingerprint sensor is quite fast but the face unlocked did not meet my expectations . Overall the phone is a beast .",0
5,All features are excellent. Have not faced any issues till date.,0
5,Awesome battery lifePremium lookCamera is goodOver all best smartphone under 15000,1
5,Wonderful mobile....Good cameraNeed improvement for sound..Good battery backup,0
5,Flagship mobile in 15k best mobile under these price range,1
4,"Massive 6.5inch screen make like mini tablet.One day battery, still 13% left on second daySuper camera in low lightDesign is cool.",0
5,"Wow,, good quality mobile in low budget,,, very well battery and camera Quality very nice,, and like that.",0
4,I love it and its honor so it is good.,0
4,Overall user experience is decent and the only major drawback is the camera. There are no other issues otherwise. I would suggest this device for a budget of around 15k.,0
5,Fantastic phone for this price rangeCamera quality is goodSound quality is goodAnd battery life is superbRed colour is greatValue for money,0
5,Honor Heads off to you providing us such a great mobile phone at this amazing price range with splendid looks. Performance i just want to say Brillient,0
5,overall  performance is good. battery should be above 4000 mah.,0
5,This phone just awesome,0
5,"Screen resolution, battery life, sound, face lock, security all are too good. But camera was not up to the mark. May be software update can fix this issue. Finally, Another Best from Honor",1
